epoch,iters,time,data_time,D_A,G_A,cycle_A,idt_A,D_B,G_B,cycle_B,idt_B,G_Lc
189,14608,0.064,0.003,0.187,0.478,0.356,0.086,0.218,0.419,0.26,0.097,0.129
189,15008,0.058,0.004,0.141,0.523,0.32,0.083,0.182,0.447,0.25,0.138,0.144
189,15408,0.063,0.004,0.148,0.526,0.255,0.067,0.19,0.431,0.197,0.112,0.128
189,15808,0.062,0.004,0.176,0.445,0.308,0.078,0.18,0.343,0.228,0.073,0.067
189,16208,0.063,0.004,0.147,0.479,0.262,0.071,0.191,0.425,0.211,0.09,0.119
189,16608,0.057,0.004,0.149,0.545,0.343,0.1,0.181,0.425,0.276,0.087,0.074
189,17008,0.065,0.003,0.207,0.468,0.244,0.06,0.206,0.414,0.189,0.082,0.081
189,17408,0.062,0.004,0.16,0.483,0.297,0.067,0.171,0.365,0.214,0.114,0.088
189,17808,0.059,0.004,0.153,0.499,0.268,0.065,0.169,0.406,0.213,0.13,0.091
189,18208,0.064,0.004,0.148,0.601,0.254,0.055,0.213,0.402,0.186,0.163,0.087
189,18608,0.066,0.005,0.177,0.521,0.259,0.07,0.226,0.458,0.202,0.113,0.107
189,19008,0.057,0.004,0.159,0.523,0.354,0.099,0.178,0.401,0.277,0.088,0.077
189,19408,0.065,0.003,0.187,0.552,0.282,0.073,0.234,0.473,0.222,0.13,0.091
189,19808,0.058,0.003,0.177,0.471,0.305,0.069,0.204,0.377,0.226,0.143,0.128
189,20208,0.063,0.003,0.177,0.536,0.257,0.064,0.202,0.409,0.208,0.12,0.089
189,20608,0.059,0.004,0.122,0.535,0.287,0.065,0.167,0.398,0.217,0.134,0.106
189,21008,0.065,0.003,0.175,0.525,0.305,0.088,0.186,0.415,0.218,0.135,0.135
189,21408,0.061,0.004,0.178,0.497,0.223,0.057,0.194,0.396,0.212,0.095,0.084
189,21808,0.057,0.004,0.115,0.451,0.293,0.069,0.16,0.412,0.198,0.124,0.141
189,22208,0.065,0.003,0.158,0.584,0.325,0.086,0.171,0.432,0.254,0.118,0.113
189,22608,0.063,0.003,0.143,0.488,0.328,0.082,0.165,0.436,0.246,0.099,0.084
189,23008,0.058,0.004,0.133,0.433,0.311,0.082,0.179,0.397,0.25,0.119,0.109
189,23408,0.064,0.004,0.126,0.636,0.25,0.064,0.162,0.42,0.195,0.126,0.11
189,23808,0.057,0.003,0.153,0.594,0.283,0.08,0.208,0.451,0.229,0.103,0.103
189,24208,0.065,0.004,0.155,0.514,0.246,0.067,0.167,0.408,0.197,0.146,0.112
189,24608,0.058,0.004,0.146,0.59,0.185,0.042,0.159,0.466,0.151,0.174,0.162
189,25008,0.064,0.004,0.112,0.485,0.309,0.069,0.169,0.412,0.221,0.149,0.173
189,25408,0.057,0.003,0.116,0.58,0.314,0.079,0.118,0.432,0.255,0.145,0.158
189,25808,0.062,0.003,0.172,0.46,0.259,0.072,0.196,0.406,0.226,0.09,0.132
189,26208,0.057,0.003,0.129,0.478,0.284,0.073,0.171,0.327,0.254,0.109,0.121
189,26608,0.062,0.003,0.152,0.472,0.267,0.064,0.153,0.467,0.206,0.134,0.194
189,27008,0.062,0.004,0.198,0.487,0.299,0.078,0.199,0.403,0.257,0.086,0.102
189,27408,0.068,0.003,0.169,0.492,0.314,0.09,0.215,0.403,0.263,0.08,0.115
189,27808,0.058,0.003,0.155,0.526,0.312,0.077,0.174,0.454,0.232,0.166,0.248
189,28208,0.064,0.003,0.192,0.534,0.297,0.073,0.179,0.453,0.226,0.132,0.189
189,28608,0.058,0.003,0.147,0.562,0.254,0.071,0.19,0.411,0.221,0.12,0.151
189,29008,0.063,0.004,0.196,0.507,0.355,0.087,0.196,0.367,0.251,0.133,0.133
189,29408,0.057,0.003,0.174,0.433,0.294,0.07,0.212,0.384,0.207,0.15,0.143
189,29808,0.064,0.003,0.147,0.407,0.335,0.083,0.192,0.377,0.254,0.115,0.1
189,30208,0.062,0.004,0.135,0.501,0.225,0.069,0.178,0.441,0.186,0.094,0.132
189,30608,0.058,0.004,0.127,0.486,0.339,0.082,0.148,0.457,0.263,0.142,0.162
189,31008,0.069,0.003,0.136,0.435,0.308,0.073,0.164,0.462,0.22,0.108,0.121
189,31408,0.064,0.003,0.174,0.472,0.295,0.07,0.184,0.407,0.215,0.166,0.207
189,31808,0.062,0.003,0.169,0.456,0.249,0.061,0.19,0.365,0.196,0.1,0.135
189,32208,0.064,0.003,0.169,0.462,0.317,0.079,0.219,0.367,0.237,0.092,0.093
189,32608,0.057,0.003,0.157,0.445,0.246,0.063,0.206,0.385,0.191,0.1,0.094
189,33008,0.064,0.003,0.15,0.464,0.329,0.073,0.17,0.4,0.247,0.131,0.095
189,33408,0.058,0.003,0.185,0.478,0.299,0.077,0.222,0.415,0.254,0.117,0.144
189,33808,0.064,0.003,0.198,0.452,0.339,0.097,0.212,0.406,0.281,0.087,0.08
189,34208,0.063,0.004,0.138,0.471,0.275,0.058,0.16,0.407,0.204,0.133,0.092
189,34608,0.059,0.004,0.145,0.468,0.223,0.056,0.173,0.386,0.179,0.101,0.096
189,35008,0.056,0.004,0.14,0.476,0.315,0.091,0.197,0.386,0.257,0.111,0.106
189,35408,0.063,0.004,0.147,0.507,0.378,0.091,0.106,0.41,0.271,0.152,0.14
189,35808,0.057,0.004,0.14,0.511,0.261,0.066,0.181,0.422,0.206,0.14,0.16
189,36208,0.065,0.003,0.126,0.544,0.236,0.063,0.176,0.445,0.194,0.111,0.1
189,36608,0.062,0.004,0.089,0.504,0.254,0.069,0.127,0.471,0.204,0.121,0.104
189,37008,0.063,0.003,0.23,0.521,0.26,0.065,0.249,0.494,0.205,0.09,0.078
189,37408,0.058,0.003,0.176,0.517,0.282,0.081,0.214,0.397,0.242,0.093,0.088
189,37808,0.063,0.003,0.154,0.511,0.364,0.074,0.18,0.434,0.233,0.148,0.166
189,38208,0.057,0.004,0.178,0.602,0.304,0.069,0.217,0.469,0.219,0.179,0.192
189,38608,0.063,0.003,0.194,0.488,0.293,0.063,0.198,0.4,0.186,0.159,0.199
189,39008,0.059,0.004,0.158,0.524,0.308,0.081,0.202,0.384,0.253,0.119,0.11
189,39408,0.058,0.004,0.14,0.504,0.272,0.07,0.164,0.398,0.232,0.107,0.108
189,39808,0.064,0.004,0.19,0.469,0.284,0.063,0.165,0.422,0.2,0.136,0.148
189,40208,0.063,0.003,0.153,0.468,0.294,0.062,0.179,0.457,0.191,0.132,0.111
189,40608,0.059,0.003,0.101,0.489,0.287,0.072,0.194,0.37,0.234,0.134,0.137
189,41008,0.063,0.003,0.171,0.52,0.315,0.06,0.212,0.424,0.193,0.165,0.15
189,41408,0.059,0.003,0.175,0.588,0.311,0.066,0.214,0.42,0.227,0.155,0.147
189,41808,0.064,0.005,0.171,0.474,0.349,0.082,0.186,0.386,0.254,0.155,0.139
190,224,0.058,0.004,0.165,0.44,0.239,0.063,0.18,0.442,0.197,0.106,0.115
190,624,0.065,0.003,0.15,0.532,0.276,0.076,0.18,0.417,0.239,0.081,0.074
190,1024,0.058,0.003,0.127,0.456,0.29,0.058,0.174,0.457,0.188,0.146,0.165
190,1424,0.063,0.003,0.16,0.517,0.319,0.077,0.214,0.332,0.236,0.188,0.182
190,1824,0.058,0.003,0.139,0.517,0.261,0.064,0.183,0.448,0.196,0.102,0.109
190,2224,0.062,0.003,0.15,0.579,0.265,0.067,0.219,0.405,0.232,0.114,0.11
190,2624,0.056,0.003,0.164,0.464,0.246,0.053,0.214,0.433,0.194,0.141,0.148
190,3024,0.062,0.003,0.16,0.459,0.311,0.085,0.174,0.461,0.24,0.088,0.095
190,3424,0.058,0.003,0.125,0.462,0.229,0.056,0.178,0.419,0.18,0.132,0.177
190,3824,0.065,0.003,0.162,0.445,0.297,0.07,0.188,0.335,0.22,0.101,0.122
190,4224,0.058,0.003,0.16,0.428,0.3,0.079,0.188,0.363,0.248,0.09,0.08
190,4624,0.064,0.003,0.163,0.485,0.275,0.075,0.154,0.363,0.229,0.147,0.191
190,5024,0.06,0.004,0.136,0.508,0.319,0.093,0.163,0.448,0.261,0.129,0.156
190,5424,0.066,0.003,0.185,0.549,0.347,0.089,0.247,0.393,0.277,0.134,0.158
190,5824,0.058,0.003,0.177,0.502,0.285,0.075,0.203,0.379,0.23,0.113,0.075
190,6224,0.067,0.004,0.181,0.451,0.267,0.061,0.205,0.377,0.212,0.107,0.08
190,6624,0.058,0.003,0.151,0.539,0.26,0.071,0.172,0.412,0.228,0.134,0.141
190,7024,0.066,0.003,0.179,0.503,0.239,0.061,0.191,0.454,0.197,0.099,0.101
190,7424,0.063,0.003,0.113,0.45,0.291,0.074,0.162,0.409,0.214,0.083,0.075
190,7824,0.059,0.003,0.207,0.521,0.331,0.069,0.209,0.382,0.216,0.143,0.135
190,8224,0.066,0.003,0.114,0.406,0.27,0.07,0.18,0.371,0.193,0.086,0.13
190,8624,0.063,0.003,0.137,0.513,0.347,0.09,0.159,0.389,0.26,0.089,0.083
190,9024,0.06,0.003,0.136,0.521,0.282,0.078,0.182,0.379,0.227,0.086,0.104
190,9424,0.064,0.003,0.132,0.487,0.309,0.086,0.166,0.391,0.254,0.104,0.108
190,9824,0.059,0.003,0.185,0.484,0.254,0.065,0.221,0.382,0.201,0.102,0.084
190,10224,0.063,0.003,0.2,0.445,0.279,0.077,0.213,0.414,0.245,0.083,0.06
190,10624,0.057,0.004,0.19,0.51,0.252,0.062,0.212,0.436,0.195,0.136,0.092
190,11024,0.064,0.004,0.142,0.481,0.305,0.089,0.169,0.357,0.246,0.115,0.116
190,11424,0.058,0.003,0.121,0.538,0.309,0.068,0.191,0.415,0.234,0.137,0.102
190,11824,0.064,0.004,0.21,0.473,0.302,0.077,0.215,0.453,0.237,0.118,0.137
190,12224,0.059,0.004,0.161,0.533,0.359,0.094,0.212,0.417,0.271,0.094,0.067
190,12624,0.059,0.003,0.192,0.553,0.282,0.067,0.231,0.476,0.195,0.15,0.167
190,13024,0.059,0.003,0.154,0.477,0.344,0.074,0.212,0.372,0.235,0.115,0.114
190,13424,0.062,0.003,0.155,0.518,0.326,0.07,0.237,0.4,0.238,0.137,0.134
190,13824,0.061,0.005,0.14,0.464,0.289,0.066,0.133,0.399,0.209,0.134,0.118
190,14224,0.066,0.003,0.169,0.497,0.231,0.065,0.168,0.428,0.203,0.078,0.068
190,14624,0.057,0.004,0.203,0.533,0.324,0.081,0.21,0.463,0.222,0.142,0.115
190,15024,0.064,0.003,0.147,0.486,0.329,0.065,0.22,0.43,0.222,0.126,0.108
190,15424,0.058,0.003,0.172,0.551,0.268,0.065,0.204,0.414,0.207,0.139,0.157
190,15824,0.069,0.005,0.184,0.487,0.28,0.074,0.198,0.387,0.235,0.077,0.074
190,16224,0.057,0.003,0.135,0.525,0.32,0.081,0.177,0.381,0.258,0.124,0.105
190,16624,0.063,0.003,0.147,0.478,0.331,0.089,0.185,0.422,0.244,0.13,0.104
190,17024,0.057,0.003,0.179,0.47,0.385,0.098,0.212,0.43,0.287,0.086,0.112
190,17424,0.064,0.003,0.183,0.489,0.259,0.064,0.209,0.45,0.186,0.158,0.126
190,17824,0.056,0.003,0.158,0.528,0.315,0.085,0.218,0.402,0.261,0.092,0.076
190,18224,0.057,0.004,0.148,0.492,0.251,0.061,0.206,0.383,0.191,0.133,0.153
190,18624,0.064,0.003,0.174,0.643,0.344,0.079,0.203,0.445,0.244,0.125,0.12
190,19024,0.062,0.004,0.143,0.429,0.377,0.094,0.186,0.435,0.27,0.131,0.13
190,19424,0.058,0.004,0.13,0.511,0.315,0.066,0.176,0.471,0.209,0.17,0.18
190,19824,0.063,0.003,0.186,0.529,0.316,0.079,0.21,0.436,0.246,0.099,0.109
190,20224,0.059,0.003,0.133,0.496,0.295,0.076,0.134,0.351,0.233,0.106,0.063
190,20624,0.069,0.004,0.187,0.478,0.333,0.08,0.187,0.379,0.256,0.133,0.104
190,21024,0.057,0.003,0.144,0.441,0.313,0.077,0.182,0.372,0.237,0.142,0.155
190,21424,0.063,0.003,0.186,0.48,0.31,0.08,0.196,0.383,0.246,0.104,0.09
190,21824,0.057,0.003,0.154,0.552,0.348,0.072,0.19,0.404,0.229,0.165,0.126
190,22224,0.064,0.005,0.125,0.432,0.236,0.064,0.167,0.366,0.19,0.111,0.144
190,22624,0.059,0.004,0.153,0.432,0.272,0.075,0.217,0.387,0.245,0.123,0.133
190,23024,0.059,0.003,0.156,0.444,0.294,0.078,0.175,0.375,0.234,0.176,0.234
190,23424,0.061,0.003,0.17,0.521,0.262,0.057,0.179,0.357,0.185,0.1,0.117
190,23824,0.064,0.004,0.138,0.508,0.219,0.058,0.166,0.373,0.2,0.142,0.119
190,24224,0.057,0.003,0.16,0.477,0.272,0.068,0.196,0.372,0.208,0.122,0.115
190,24624,0.065,0.003,0.123,0.537,0.305,0.063,0.167,0.445,0.226,0.15,0.162
190,25024,0.058,0.003,0.155,0.592,0.358,0.087,0.178,0.411,0.276,0.119,0.096
190,25424,0.064,0.003,0.135,0.514,0.31,0.078,0.17,0.385,0.231,0.109,0.135
190,25824,0.057,0.003,0.197,0.495,0.34,0.1,0.211,0.359,0.284,0.1,0.115
190,26224,0.063,0.003,0.126,0.481,0.36,0.102,0.198,0.445,0.293,0.11,0.164
190,26624,0.057,0.004,0.174,0.481,0.335,0.095,0.17,0.422,0.286,0.104,0.102
190,27024,0.069,0.004,0.164,0.463,0.282,0.067,0.16,0.352,0.212,0.141,0.185
190,27424,0.058,0.003,0.183,0.461,0.305,0.064,0.186,0.384,0.206,0.127,0.09
190,27824,0.064,0.003,0.171,0.548,0.239,0.053,0.212,0.421,0.178,0.13,0.113
190,28224,0.059,0.004,0.201,0.512,0.307,0.08,0.215,0.424,0.246,0.108,0.114
190,28624,0.062,0.004,0.178,0.455,0.236,0.061,0.23,0.341,0.198,0.125,0.115
190,29024,0.057,0.003,0.16,0.537,0.4,0.104,0.191,0.377,0.285,0.094,0.107
190,29424,0.062,0.003,0.162,0.558,0.25,0.059,0.221,0.461,0.178,0.112,0.104
190,29824,0.057,0.003,0.211,0.621,0.33,0.094,0.21,0.474,0.291,0.131,0.166
190,30224,0.064,0.003,0.165,0.426,0.274,0.064,0.18,0.414,0.204,0.154,0.195
190,30624,0.058,0.004,0.166,0.492,0.311,0.075,0.174,0.414,0.255,0.132,0.108
190,31024,0.063,0.003,0.18,0.487,0.335,0.09,0.201,0.408,0.272,0.114,0.147
190,31424,0.063,0.005,0.167,0.556,0.269,0.064,0.236,0.403,0.218,0.148,0.14
190,31824,0.063,0.005,0.13,0.523,0.291,0.072,0.169,0.402,0.224,0.102,0.1
190,32224,0.058,0.003,0.179,0.49,0.288,0.08,0.189,0.403,0.228,0.129,0.101
190,32624,0.066,0.004,0.135,0.502,0.24,0.058,0.157,0.428,0.173,0.122,0.149
190,33024,0.058,0.004,0.126,0.58,0.266,0.063,0.169,0.454,0.182,0.131,0.182
190,33424,0.065,0.004,0.176,0.569,0.359,0.088,0.204,0.41,0.264,0.118,0.129
190,33824,0.057,0.004,0.157,0.473,0.293,0.074,0.174,0.333,0.223,0.115,0.119
190,34224,0.057,0.003,0.159,0.476,0.279,0.068,0.189,0.386,0.2,0.143,0.17
190,34624,0.065,0.003,0.167,0.434,0.236,0.062,0.219,0.412,0.18,0.085,0.086
190,35024,0.063,0.004,0.162,0.368,0.352,0.081,0.214,0.423,0.23,0.108,0.158
190,35424,0.059,0.003,0.118,0.526,0.278,0.07,0.16,0.376,0.219,0.122,0.111
190,35824,0.064,0.004,0.136,0.555,0.34,0.097,0.156,0.462,0.27,0.109,0.091
190,36224,0.057,0.003,0.154,0.573,0.326,0.089,0.191,0.459,0.247,0.091,0.085
190,36624,0.065,0.004,0.161,0.529,0.31,0.091,0.195,0.411,0.259,0.121,0.12
190,37024,0.058,0.004,0.138,0.479,0.289,0.072,0.171,0.404,0.221,0.117,0.091
190,37424,0.065,0.004,0.132,0.593,0.263,0.058,0.16,0.396,0.184,0.192,0.182
190,37824,0.058,0.004,0.155,0.434,0.357,0.088,0.195,0.427,0.258,0.134,0.167
190,38224,0.068,0.003,0.134,0.46,0.239,0.052,0.187,0.398,0.19,0.115,0.101
190,38624,0.058,0.003,0.149,0.393,0.357,0.085,0.176,0.378,0.253,0.085,0.07
190,39024,0.063,0.005,0.112,0.565,0.34,0.089,0.151,0.418,0.258,0.112,0.101
190,39424,0.064,0.003,0.162,0.549,0.369,0.077,0.192,0.487,0.244,0.111,0.101
190,39824,0.063,0.003,0.112,0.561,0.295,0.069,0.12,0.393,0.228,0.122,0.089
190,40224,0.059,0.003,0.133,0.443,0.282,0.069,0.193,0.418,0.206,0.112,0.153
190,40624,0.065,0.003,0.167,0.51,0.252,0.078,0.193,0.373,0.227,0.094,0.112
190,41024,0.058,0.003,0.151,0.587,0.263,0.061,0.195,0.403,0.227,0.147,0.097
190,41424,0.065,0.004,0.125,0.455,0.258,0.068,0.184,0.356,0.228,0.098,0.098
190,41824,0.062,0.003,0.163,0.487,0.236,0.053,0.173,0.378,0.19,0.166,0.154
191,240,0.067,0.004,0.157,0.561,0.361,0.101,0.192,0.385,0.306,0.099,0.089
191,640,0.064,0.003,0.158,0.516,0.262,0.058,0.22,0.438,0.173,0.163,0.131
191,1040,0.065,0.003,0.184,0.499,0.319,0.081,0.204,0.467,0.251,0.111,0.096
191,1440,0.057,0.003,0.136,0.589,0.262,0.061,0.199,0.441,0.206,0.191,0.164
191,1840,0.063,0.003,0.116,0.472,0.322,0.082,0.13,0.406,0.244,0.101,0.11
191,2240,0.059,0.003,0.16,0.495,0.239,0.064,0.198,0.372,0.198,0.102,0.074
191,2640,0.066,0.004,0.17,0.434,0.339,0.106,0.189,0.421,0.278,0.094,0.122
191,3040,0.059,0.003,0.154,0.47,0.299,0.07,0.173,0.419,0.225,0.149,0.124
191,3440,0.064,0.003,0.156,0.517,0.179,0.043,0.155,0.381,0.135,0.165,0.134
191,3840,0.057,0.003,0.137,0.415,0.363,0.08,0.186,0.359,0.266,0.113,0.094
191,4240,0.059,0.003,0.234,0.548,0.316,0.081,0.225,0.348,0.253,0.092,0.095
191,4640,0.058,0.003,0.141,0.53,0.296,0.082,0.199,0.399,0.22,0.112,0.089
191,5040,0.064,0.003,0.174,0.481,0.301,0.063,0.191,0.378,0.228,0.14,0.156
191,5440,0.059,0.003,0.101,0.467,0.326,0.079,0.178,0.431,0.237,0.131,0.197
191,5840,0.064,0.003,0.173,0.581,0.316,0.081,0.175,0.404,0.247,0.1,0.127
191,6240,0.059,0.003,0.158,0.478,0.326,0.082,0.204,0.37,0.254,0.108,0.085
191,6640,0.064,0.004,0.129,0.526,0.316,0.073,0.167,0.441,0.231,0.152,0.088
191,7040,0.059,0.003,0.136,0.529,0.298,0.071,0.196,0.379,0.226,0.144,0.127
191,7440,0.064,0.003,0.14,0.477,0.314,0.09,0.181,0.383,0.259,0.108,0.094
191,7840,0.058,0.004,0.156,0.486,0.388,0.084,0.176,0.401,0.258,0.111,0.117
191,8240,0.068,0.003,0.184,0.5,0.222,0.055,0.235,0.408,0.188,0.122,0.124
191,8640,0.062,0.004,0.191,0.427,0.274,0.074,0.219,0.429,0.222,0.081,0.115
191,9040,0.064,0.004,0.186,0.504,0.301,0.068,0.239,0.389,0.22,0.088,0.072
191,9440,0.063,0.004,0.169,0.461,0.279,0.07,0.202,0.395,0.23,0.143,0.156
191,9840,0.069,0.003,0.175,0.469,0.297,0.087,0.218,0.403,0.243,0.092,0.09
191,10240,0.058,0.005,0.161,0.538,0.286,0.078,0.21,0.393,0.218,0.125,0.127
191,10640,0.064,0.003,0.175,0.479,0.273,0.07,0.194,0.354,0.233,0.076,0.068
191,11040,0.062,0.004,0.192,0.421,0.335,0.08,0.203,0.366,0.242,0.079,0.092
191,11440,0.057,0.005,0.156,0.55,0.332,0.085,0.192,0.424,0.252,0.137,0.196
191,11840,0.058,0.004,0.143,0.47,0.302,0.072,0.188,0.377,0.218,0.122,0.124
191,12240,0.064,0.003,0.143,0.648,0.256,0.067,0.213,0.437,0.19,0.181,0.133
191,12640,0.058,0.003,0.159,0.52,0.301,0.066,0.183,0.384,0.227,0.158,0.115
191,13040,0.064,0.003,0.18,0.584,0.207,0.044,0.213,0.425,0.149,0.169,0.113
191,13440,0.058,0.004,0.18,0.416,0.276,0.055,0.223,0.37,0.185,0.151,0.187
191,13840,0.065,0.003,0.14,0.517,0.296,0.07,0.205,0.391,0.218,0.09,0.091
191,14240,0.06,0.003,0.132,0.522,0.309,0.083,0.173,0.402,0.26,0.098,0.091
191,14640,0.064,0.003,0.141,0.455,0.351,0.091,0.205,0.417,0.254,0.12,0.148
191,15040,0.057,0.003,0.163,0.442,0.231,0.057,0.207,0.375,0.192,0.133,0.084
191,15440,0.065,0.003,0.125,0.527,0.261,0.063,0.165,0.385,0.202,0.146,0.163
191,15840,0.058,0.003,0.115,0.492,0.282,0.063,0.156,0.376,0.202,0.119,0.098
191,16240,0.065,0.004,0.178,0.476,0.322,0.088,0.203,0.396,0.259,0.11,0.086
191,16640,0.058,0.004,0.165,0.466,0.301,0.079,0.184,0.422,0.234,0.105,0.073
191,17040,0.065,0.004,0.149,0.502,0.37,0.09,0.189,0.381,0.278,0.119,0.099
191,17440,0.059,0.004,0.173,0.489,0.321,0.076,0.202,0.423,0.228,0.127,0.104
191,17840,0.063,0.003,0.183,0.427,0.311,0.079,0.207,0.375,0.24,0.128,0.109
191,18240,0.059,0.003,0.158,0.449,0.28,0.069,0.184,0.408,0.198,0.118,0.12
191,18640,0.065,0.003,0.18,0.509,0.252,0.064,0.175,0.436,0.187,0.094,0.084
191,19040,0.057,0.003,0.179,0.486,0.293,0.075,0.196,0.361,0.231,0.129,0.088
191,19440,0.059,0.004,0.157,0.527,0.251,0.062,0.207,0.421,0.192,0.143,0.087
191,19840,0.065,0.003,0.162,0.573,0.279,0.064,0.178,0.436,0.201,0.15,0.108
191,20240,0.068,0.004,0.166,0.536,0.292,0.089,0.204,0.436,0.249,0.094,0.089
191,20640,0.058,0.004,0.176,0.543,0.278,0.074,0.191,0.423,0.224,0.124,0.1
191,21040,0.065,0.004,0.168,0.501,0.256,0.059,0.216,0.39,0.195,0.126,0.131
191,21440,0.062,0.005,0.213,0.518,0.231,0.056,0.216,0.384,0.173,0.125,0.094
191,21840,0.065,0.003,0.121,0.48,0.242,0.059,0.155,0.368,0.199,0.103,0.085
191,22240,0.058,0.003,0.19,0.476,0.235,0.062,0.205,0.402,0.189,0.114,0.083
191,22640,0.064,0.003,0.163,0.481,0.334,0.097,0.158,0.43,0.272,0.093,0.056
191,23040,0.059,0.004,0.125,0.482,0.253,0.066,0.163,0.434,0.218,0.145,0.122
191,23440,0.064,0.003,0.179,0.555,0.398,0.113,0.185,0.368,0.31,0.125,0.109
191,23840,0.058,0.004,0.137,0.459,0.271,0.062,0.171,0.424,0.193,0.117,0.105
191,24240,0.064,0.004,0.116,0.542,0.312,0.077,0.16,0.437,0.235,0.107,0.108
191,24640,0.057,0.004,0.199,0.493,0.255,0.061,0.209,0.393,0.193,0.116,0.104
191,25040,0.069,0.003,0.149,0.499,0.304,0.089,0.196,0.364,0.256,0.115,0.099
191,25440,0.058,0.004,0.171,0.409,0.257,0.065,0.217,0.344,0.194,0.078,0.104
191,25840,0.064,0.004,0.119,0.471,0.258,0.067,0.174,0.44,0.212,0.146,0.106
191,26240,0.059,0.003,0.189,0.566,0.243,0.07,0.208,0.425,0.209,0.122,0.089
191,26640,0.066,0.003,0.14,0.494,0.266,0.065,0.21,0.382,0.204,0.113,0.11
191,27040,0.057,0.003,0.133,0.409,0.327,0.075,0.178,0.368,0.235,0.112,0.091
191,27440,0.059,0.003,0.125,0.483,0.29,0.068,0.164,0.41,0.229,0.094,0.067
191,27840,0.066,0.003,0.174,0.548,0.328,0.096,0.156,0.477,0.252,0.098,0.096
191,28240,0.066,0.004,0.156,0.477,0.268,0.058,0.214,0.476,0.192,0.129,0.115
191,28640,0.058,0.003,0.143,0.429,0.288,0.068,0.18,0.425,0.222,0.094,0.075
191,29040,0.069,0.003,0.165,0.426,0.265,0.067,0.165,0.394,0.21,0.107,0.095
191,29440,0.056,0.005,0.174,0.475,0.302,0.07,0.168,0.37,0.241,0.124,0.089
191,29840,0.065,0.004,0.169,0.511,0.344,0.083,0.224,0.434,0.247,0.125,0.096
191,30240,0.058,0.004,0.157,0.509,0.305,0.077,0.218,0.442,0.24,0.106,0.12
191,30640,0.07,0.004,0.152,0.53,0.306,0.075,0.182,0.444,0.223,0.115,0.106
191,31040,0.057,0.003,0.125,0.498,0.27,0.08,0.169,0.393,0.226,0.122,0.105
191,31440,0.064,0.004,0.143,0.552,0.328,0.088,0.205,0.426,0.261,0.093,0.093
191,31840,0.061,0.004,0.161,0.453,0.259,0.065,0.182,0.439,0.194,0.121,0.119
191,32240,0.065,0.003,0.166,0.599,0.276,0.07,0.224,0.405,0.211,0.136,0.119
191,32640,0.058,0.004,0.153,0.556,0.346,0.088,0.208,0.411,0.268,0.1,0.082
191,33040,0.066,0.003,0.147,0.541,0.219,0.049,0.199,0.465,0.153,0.14,0.107
191,33440,0.059,0.004,0.147,0.569,0.213,0.05,0.172,0.436,0.173,0.126,0.071
191,33840,0.064,0.004,0.137,0.551,0.345,0.097,0.195,0.428,0.285,0.114,0.058
191,34240,0.057,0.004,0.174,0.462,0.339,0.09,0.181,0.394,0.266,0.108,0.085
191,34640,0.059,0.004,0.199,0.453,0.358,0.093,0.202,0.405,0.266,0.112,0.106
191,35040,0.06,0.003,0.206,0.5,0.27,0.063,0.234,0.417,0.193,0.125,0.091
191,35440,0.065,0.003,0.134,0.488,0.25,0.061,0.159,0.406,0.196,0.129,0.114
191,35840,0.061,0.004,0.138,0.513,0.329,0.082,0.173,0.449,0.238,0.132,0.076
191,36240,0.064,0.006,0.164,0.444,0.332,0.086,0.199,0.427,0.251,0.128,0.134
191,36640,0.063,0.004,0.182,0.592,0.334,0.094,0.196,0.415,0.259,0.13,0.149
191,37040,0.064,0.004,0.131,0.535,0.302,0.075,0.149,0.372,0.245,0.139,0.103
191,37440,0.06,0.003,0.154,0.443,0.266,0.066,0.187,0.432,0.206,0.105,0.093
191,37840,0.069,0.004,0.153,0.456,0.331,0.092,0.168,0.407,0.263,0.076,0.067
191,38240,0.059,0.004,0.142,0.51,0.241,0.064,0.159,0.358,0.205,0.116,0.067
191,38640,0.064,0.003,0.123,0.533,0.341,0.093,0.165,0.428,0.258,0.072,0.07
191,39040,0.059,0.004,0.137,0.459,0.293,0.075,0.183,0.439,0.224,0.069,0.078
191,39440,0.065,0.003,0.179,0.519,0.285,0.074,0.191,0.412,0.219,0.12,0.093
191,39840,0.059,0.004,0.155,0.57,0.414,0.116,0.166,0.435,0.32,0.09,0.074
191,40240,0.065,0.003,0.184,0.5,0.281,0.083,0.212,0.406,0.232,0.108,0.116
191,40640,0.057,0.004,0.183,0.527,0.315,0.078,0.192,0.41,0.231,0.114,0.111
191,41040,0.065,0.003,0.155,0.552,0.326,0.111,0.169,0.417,0.289,0.068,0.056
191,41440,0.058,0.004,0.145,0.568,0.395,0.108,0.178,0.399,0.324,0.125,0.094
191,41840,0.057,0.004,0.208,0.419,0.289,0.075,0.261,0.368,0.225,0.125,0.092
192,256,0.064,0.004,0.154,0.538,0.283,0.101,0.2,0.429,0.236,0.111,0.115
192,656,0.066,0.003,0.164,0.556,0.284,0.072,0.188,0.383,0.22,0.124,0.075
192,1056,0.058,0.004,0.172,0.573,0.354,0.077,0.19,0.545,0.242,0.129,0.147
192,1456,0.064,0.003,0.127,0.424,0.314,0.066,0.136,0.399,0.219,0.129,0.116
192,1856,0.057,0.003,0.178,0.509,0.281,0.065,0.197,0.375,0.212,0.126,0.103
