epoch,iters,time,data_time,D_A,G_A,cycle_A,idt_A,D_B,G_B,cycle_B,idt_B,G_Lc
3,28432,0.036,0.003,0.251,0.261,0.349,0.177,0.251,0.265,0.353,0.102,0.148
3,28832,0.033,0.003,0.245,0.289,0.433,0.199,0.253,0.267,0.415,0.136,0.145
3,29232,0.036,0.003,0.248,0.264,0.461,0.237,0.25,0.251,0.472,0.122,0.294
3,29632,0.032,0.003,0.248,0.255,0.423,0.186,0.254,0.271,0.382,0.127,0.147
3,30032,0.03,0.003,0.244,0.262,0.425,0.191,0.255,0.278,0.4,0.133,0.211
3,30432,0.035,0.003,0.243,0.276,0.466,0.215,0.252,0.258,0.432,0.128,0.234
3,30832,0.037,0.003,0.25,0.29,0.33,0.179,0.261,0.258,0.383,0.089,0.156
3,31232,0.031,0.003,0.243,0.257,0.346,0.159,0.257,0.252,0.328,0.118,0.097
3,31632,0.034,0.003,0.224,0.294,0.447,0.306,0.254,0.242,0.608,0.106,0.409
3,32032,0.032,0.003,0.237,0.273,0.482,0.214,0.258,0.271,0.444,0.144,0.171
3,32432,0.032,0.003,0.239,0.304,0.374,0.181,0.25,0.244,0.364,0.094,0.211
3,32832,0.034,0.003,0.239,0.265,0.429,0.165,0.253,0.237,0.338,0.095,0.26
3,33232,0.034,0.004,0.253,0.241,0.492,0.217,0.258,0.228,0.452,0.145,0.21
3,33632,0.034,0.003,0.234,0.257,0.413,0.195,0.253,0.252,0.374,0.122,0.204
3,34032,0.033,0.003,0.244,0.265,0.384,0.181,0.25,0.218,0.374,0.127,0.144
3,34432,0.033,0.003,0.249,0.317,0.559,0.284,0.253,0.242,0.585,0.156,0.325
3,34832,0.033,0.003,0.263,0.325,0.337,0.135,0.253,0.25,0.298,0.067,0.188
3,35232,0.034,0.003,0.274,0.3,0.409,0.195,0.25,0.249,0.374,0.107,0.225
3,35632,0.033,0.004,0.243,0.278,0.382,0.176,0.254,0.247,0.363,0.118,0.121
3,36032,0.032,0.003,0.25,0.292,0.495,0.232,0.251,0.257,0.466,0.134,0.217
3,36432,0.037,0.003,0.247,0.258,0.457,0.207,0.264,0.246,0.414,0.102,0.202
3,36832,0.032,0.003,0.256,0.286,0.421,0.218,0.25,0.264,0.443,0.124,0.287
3,37232,0.034,0.003,0.263,0.238,0.454,0.245,0.256,0.292,0.51,0.109,0.399
3,37632,0.033,0.003,0.251,0.288,0.39,0.201,0.264,0.274,0.402,0.109,0.244
3,38032,0.035,0.003,0.261,0.246,0.451,0.231,0.257,0.274,0.465,0.116,0.205
3,38432,0.036,0.003,0.245,0.226,0.314,0.149,0.249,0.248,0.309,0.098,0.118
3,38832,0.036,0.004,0.272,0.216,0.428,0.21,0.25,0.279,0.409,0.116,0.195
3,39232,0.033,0.003,0.248,0.194,0.448,0.192,0.25,0.259,0.4,0.124,0.147
3,39632,0.032,0.003,0.257,0.254,0.425,0.231,0.252,0.271,0.465,0.118,0.221
3,40032,0.035,0.004,0.265,0.222,0.403,0.203,0.254,0.255,0.42,0.137,0.157
3,40432,0.032,0.003,0.246,0.24,0.379,0.205,0.247,0.241,0.42,0.113,0.177
3,40832,0.036,0.003,0.251,0.237,0.415,0.174,0.251,0.263,0.352,0.102,0.184
3,41232,0.036,0.003,0.256,0.273,0.463,0.234,0.247,0.278,0.487,0.118,0.335
3,41632,0.037,0.005,0.249,0.287,0.367,0.178,0.254,0.304,0.365,0.092,0.183
4,48,0.034,0.003,0.253,0.286,0.409,0.208,0.251,0.288,0.431,0.118,0.246
4,448,0.033,0.002,0.249,0.293,0.482,0.293,0.254,0.266,0.584,0.136,0.274
4,848,0.031,0.003,0.254,0.283,0.337,0.149,0.255,0.288,0.307,0.095,0.113
4,1248,0.033,0.002,0.252,0.25,0.404,0.204,0.262,0.26,0.42,0.118,0.217
4,1648,0.032,0.003,0.254,0.257,0.536,0.239,0.251,0.281,0.506,0.152,0.18
4,2048,0.035,0.002,0.251,0.258,0.421,0.193,0.253,0.258,0.39,0.091,0.173
4,2448,0.033,0.002,0.267,0.354,0.315,0.143,0.255,0.267,0.305,0.079,0.125
4,2848,0.034,0.002,0.252,0.268,0.518,0.267,0.255,0.272,0.541,0.177,0.329
4,3248,0.033,0.002,0.243,0.255,0.314,0.14,0.256,0.248,0.304,0.081,0.095
4,3648,0.032,0.002,0.236,0.261,0.441,0.175,0.248,0.272,0.343,0.085,0.299
4,4048,0.037,0.004,0.227,0.275,0.399,0.161,0.258,0.26,0.32,0.087,0.175
4,4448,0.034,0.002,0.251,0.471,0.373,0.148,0.251,0.262,0.306,0.1,0.122
4,4848,0.033,0.002,0.248,0.289,0.389,0.193,0.256,0.258,0.4,0.106,0.175
4,5248,0.033,0.003,0.239,0.325,0.379,0.179,0.256,0.234,0.377,0.103,0.2
4,5648,0.033,0.003,0.243,0.348,0.322,0.179,0.252,0.247,0.356,0.082,0.264
4,6048,0.034,0.003,0.226,0.293,0.435,0.256,0.25,0.264,0.512,0.114,0.258
4,6448,0.033,0.003,0.224,0.272,0.437,0.29,0.249,0.253,0.573,0.113,0.474
4,6848,0.035,0.003,0.241,0.318,0.429,0.177,0.256,0.256,0.366,0.128,0.18
4,7248,0.034,0.003,0.237,0.233,0.37,0.207,0.256,0.249,0.412,0.093,0.208
4,7648,0.033,0.003,0.197,0.27,0.401,0.175,0.255,0.244,0.36,0.115,0.137
4,8048,0.032,0.003,0.234,0.28,0.445,0.187,0.253,0.26,0.382,0.123,0.136
4,8448,0.032,0.002,0.252,0.232,0.528,0.285,0.253,0.255,0.57,0.134,0.224
4,8848,0.036,0.003,0.212,0.27,0.324,0.158,0.25,0.253,0.333,0.092,0.118
4,9248,0.033,0.003,0.238,0.213,0.483,0.233,0.25,0.232,0.478,0.134,0.198
4,9648,0.033,0.003,0.29,0.229,0.342,0.188,0.252,0.233,0.375,0.091,0.271
4,10048,0.033,0.003,0.224,0.384,0.36,0.146,0.254,0.247,0.302,0.081,0.174
4,10448,0.034,0.003,0.271,0.263,0.347,0.162,0.252,0.227,0.342,0.096,0.322
4,10848,0.032,0.003,0.251,0.146,0.336,0.151,0.256,0.214,0.324,0.089,0.172
4,11248,0.036,0.003,0.214,0.165,0.308,0.155,0.254,0.219,0.324,0.091,0.091
4,11648,0.033,0.002,0.223,0.319,0.368,0.175,0.256,0.246,0.371,0.113,0.128
4,12048,0.036,0.003,0.23,0.288,0.424,0.186,0.26,0.235,0.383,0.126,0.205
4,12448,0.033,0.003,0.237,0.288,0.457,0.222,0.254,0.248,0.44,0.128,0.198
4,12848,0.033,0.003,0.207,0.277,0.45,0.209,0.254,0.291,0.441,0.135,0.208
4,13248,0.033,0.003,0.253,0.243,0.453,0.204,0.255,0.265,0.423,0.127,0.208
4,13648,0.036,0.003,0.222,0.245,0.364,0.176,0.257,0.232,0.358,0.095,0.096
4,14048,0.037,0.003,0.213,0.233,0.471,0.219,0.254,0.247,0.435,0.124,0.188
4,14448,0.033,0.003,0.215,0.283,0.378,0.179,0.25,0.236,0.367,0.093,0.209
4,14848,0.036,0.003,0.213,0.258,0.436,0.191,0.249,0.252,0.399,0.125,0.186
4,15248,0.035,0.003,0.259,0.217,0.381,0.156,0.254,0.25,0.335,0.099,0.112
4,15648,0.033,0.003,0.255,0.202,0.411,0.171,0.254,0.285,0.349,0.101,0.144
4,16048,0.033,0.003,0.271,0.258,0.386,0.195,0.253,0.275,0.41,0.108,0.164
4,16448,0.033,0.004,0.263,0.299,0.363,0.182,0.249,0.271,0.378,0.131,0.106
4,16848,0.033,0.003,0.265,0.37,0.439,0.204,0.254,0.263,0.406,0.12,0.211
4,17248,0.036,0.003,0.235,0.244,0.345,0.149,0.249,0.273,0.311,0.104,0.14
4,17648,0.033,0.003,0.248,0.252,0.408,0.201,0.254,0.265,0.414,0.109,0.202
4,18048,0.033,0.003,0.253,0.248,0.385,0.134,0.248,0.265,0.283,0.106,0.084
4,18448,0.036,0.003,0.258,0.367,0.431,0.156,0.257,0.264,0.33,0.107,0.137
4,18848,0.033,0.003,0.237,0.203,0.267,0.126,0.252,0.283,0.272,0.085,0.074
4,19248,0.033,0.003,0.247,0.251,0.397,0.205,0.255,0.295,0.413,0.107,0.208
4,19648,0.032,0.003,0.246,0.263,0.469,0.231,0.253,0.313,0.458,0.137,0.222
4,20048,0.033,0.003,0.248,0.28,0.46,0.231,0.255,0.32,0.475,0.13,0.188
4,20448,0.034,0.003,0.242,0.202,0.374,0.188,0.246,0.268,0.369,0.094,0.166
4,20848,0.034,0.003,0.249,0.219,0.534,0.2,0.249,0.27,0.421,0.11,0.273
4,21248,0.032,0.003,0.271,0.225,0.358,0.19,0.252,0.271,0.377,0.099,0.188
4,21648,0.032,0.003,0.261,0.297,0.334,0.159,0.251,0.255,0.325,0.092,0.129
4,22048,0.033,0.003,0.258,0.32,0.401,0.2,0.251,0.241,0.413,0.148,0.132
4,22448,0.036,0.003,0.267,0.345,0.486,0.213,0.248,0.256,0.435,0.13,0.221
4,22848,0.033,0.003,0.248,0.267,0.431,0.245,0.25,0.251,0.475,0.11,0.255
4,23248,0.031,0.003,0.254,0.285,0.448,0.181,0.255,0.251,0.369,0.091,0.398
4,23648,0.034,0.003,0.269,0.213,0.343,0.155,0.248,0.266,0.317,0.091,0.171
4,24048,0.033,0.003,0.243,0.232,0.319,0.168,0.251,0.273,0.356,0.09,0.104
4,24448,0.032,0.003,0.233,0.256,0.444,0.232,0.249,0.263,0.466,0.122,0.304
4,24848,0.032,0.003,0.251,0.254,0.407,0.203,0.255,0.264,0.419,0.129,0.197
4,25248,0.032,0.003,0.234,0.279,0.403,0.146,0.252,0.271,0.304,0.102,0.102
4,25648,0.033,0.003,0.218,0.335,0.358,0.174,0.255,0.253,0.366,0.1,0.183
4,26048,0.033,0.003,0.238,0.359,0.374,0.201,0.256,0.254,0.441,0.105,0.213
4,26448,0.033,0.003,0.234,0.372,0.353,0.155,0.245,0.239,0.319,0.085,0.146
4,26848,0.035,0.003,0.251,0.397,0.38,0.21,0.255,0.253,0.444,0.095,0.484
4,27248,0.037,0.003,0.199,0.33,0.422,0.148,0.257,0.224,0.306,0.112,0.204
4,27648,0.037,0.003,0.211,0.296,0.355,0.167,0.25,0.233,0.338,0.097,0.154
4,28048,0.033,0.003,0.212,0.331,0.371,0.168,0.251,0.247,0.346,0.094,0.138
4,28448,0.036,0.003,0.2,0.282,0.38,0.168,0.252,0.251,0.355,0.115,0.147
4,28848,0.032,0.003,0.231,0.28,0.385,0.218,0.249,0.265,0.445,0.116,0.305
4,29248,0.031,0.004,0.226,0.349,0.466,0.207,0.258,0.261,0.429,0.142,0.293
4,29648,0.036,0.003,0.229,0.271,0.345,0.147,0.249,0.236,0.311,0.102,0.116
4,30048,0.034,0.003,0.235,0.3,0.49,0.261,0.249,0.244,0.528,0.126,0.2
4,30448,0.034,0.004,0.259,0.27,0.434,0.168,0.248,0.263,0.35,0.112,0.128
4,30848,0.034,0.003,0.252,0.336,0.317,0.157,0.248,0.253,0.314,0.084,0.119
4,31248,0.037,0.003,0.261,0.338,0.484,0.178,0.252,0.264,0.385,0.127,0.232
4,31648,0.036,0.003,0.227,0.298,0.39,0.177,0.255,0.245,0.359,0.106,0.205
4,32048,0.032,0.003,0.245,0.328,0.335,0.205,0.247,0.246,0.41,0.098,0.255
4,32448,0.033,0.003,0.225,0.288,0.333,0.178,0.255,0.253,0.362,0.112,0.166
4,32848,0.032,0.003,0.231,0.273,0.446,0.229,0.254,0.274,0.463,0.116,0.211
4,33248,0.036,0.003,0.221,0.328,0.41,0.135,0.255,0.281,0.272,0.08,0.106
4,33648,0.033,0.003,0.203,0.38,0.421,0.206,0.255,0.288,0.419,0.127,0.159
4,34048,0.033,0.003,0.263,0.352,0.486,0.212,0.255,0.274,0.44,0.123,0.233
4,34448,0.032,0.003,0.261,0.265,0.465,0.2,0.254,0.255,0.409,0.133,0.191
4,34848,0.037,0.003,0.244,0.364,0.313,0.163,0.253,0.252,0.323,0.08,0.137
4,35248,0.033,0.003,0.248,0.355,0.333,0.187,0.251,0.233,0.386,0.096,0.144
4,35648,0.032,0.003,0.245,0.413,0.366,0.155,0.253,0.236,0.311,0.095,0.149
4,36048,0.038,0.003,0.259,0.375,0.31,0.17,0.254,0.26,0.372,0.095,0.088
4,36448,0.034,0.003,0.211,0.278,0.388,0.174,0.251,0.262,0.361,0.113,0.112
4,36848,0.036,0.003,0.254,0.254,0.403,0.34,0.255,0.285,0.681,0.111,0.354
4,37248,0.033,0.003,0.267,0.262,0.374,0.161,0.25,0.284,0.327,0.105,0.125
4,37648,0.032,0.003,0.239,0.329,0.282,0.116,0.253,0.253,0.248,0.074,0.095
4,38048,0.033,0.003,0.215,0.366,0.367,0.182,0.254,0.288,0.379,0.107,0.124
4,38448,0.037,0.003,0.196,0.428,0.33,0.211,0.249,0.26,0.426,0.1,0.229
4,38848,0.033,0.003,0.236,0.443,0.372,0.16,0.268,0.269,0.324,0.095,0.143
4,39248,0.033,0.003,0.251,0.402,0.351,0.17,0.245,0.28,0.354,0.109,0.111
4,39648,0.034,0.003,0.215,0.383,0.389,0.174,0.251,0.278,0.358,0.118,0.133
4,40048,0.033,0.003,0.24,0.317,0.37,0.177,0.255,0.28,0.353,0.099,0.157
4,40448,0.036,0.003,0.223,0.35,0.319,0.183,0.262,0.284,0.379,0.085,0.226
4,40848,0.034,0.003,0.226,0.297,0.366,0.173,0.245,0.278,0.364,0.104,0.113
4,41248,0.036,0.003,0.237,0.244,0.365,0.183,0.254,0.262,0.363,0.094,0.166
4,41648,0.033,0.003,0.219,0.367,0.388,0.219,0.254,0.255,0.445,0.118,0.198
5,64,0.033,0.003,0.256,0.354,0.371,0.173,0.253,0.247,0.372,0.104,0.126
5,464,0.033,0.002,0.255,0.367,0.273,0.115,0.259,0.261,0.24,0.068,0.089
5,864,0.036,0.003,0.256,0.304,0.407,0.229,0.254,0.244,0.457,0.104,0.309
5,1264,0.033,0.002,0.223,0.238,0.503,0.222,0.253,0.258,0.444,0.147,0.209
5,1664,0.033,0.002,0.217,0.284,0.305,0.14,0.253,0.249,0.286,0.081,0.13
5,2064,0.034,0.002,0.239,0.314,0.475,0.18,0.253,0.267,0.365,0.116,0.444
5,2464,0.033,0.002,0.204,0.454,0.315,0.136,0.256,0.26,0.288,0.092,0.132
5,2864,0.033,0.002,0.227,0.306,0.319,0.166,0.244,0.255,0.338,0.094,0.132
5,3264,0.032,0.004,0.201,0.287,0.516,0.305,0.259,0.269,0.62,0.144,0.348
5,3664,0.033,0.003,0.204,0.475,0.304,0.148,0.258,0.244,0.314,0.079,0.157
5,4064,0.034,0.003,0.228,0.504,0.378,0.173,0.263,0.253,0.35,0.127,0.198
5,4464,0.032,0.002,0.215,0.326,0.334,0.137,0.257,0.259,0.284,0.084,0.114
5,4864,0.035,0.003,0.226,0.261,0.352,0.157,0.249,0.243,0.326,0.098,0.176
5,5264,0.034,0.003,0.226,0.266,0.354,0.156,0.25,0.254,0.317,0.109,0.139
5,5664,0.034,0.003,0.235,0.352,0.351,0.169,0.25,0.244,0.342,0.095,0.216
5,6064,0.037,0.003,0.219,0.431,0.391,0.158,0.247,0.247,0.327,0.104,0.152
5,6464,0.033,0.003,0.218,0.372,0.384,0.191,0.255,0.255,0.393,0.114,0.172
5,6864,0.031,0.003,0.23,0.254,0.433,0.224,0.255,0.243,0.464,0.112,0.24
5,7264,0.033,0.003,0.158,0.309,0.325,0.151,0.252,0.263,0.308,0.088,0.125
5,7664,0.034,0.003,0.199,0.396,0.427,0.191,0.255,0.264,0.417,0.098,0.207
5,8064,0.032,0.003,0.191,0.376,0.296,0.152,0.261,0.275,0.3,0.08,0.168
5,8464,0.032,0.003,0.224,0.306,0.287,0.116,0.257,0.256,0.238,0.073,0.094
5,8864,0.035,0.004,0.215,0.315,0.398,0.191,0.261,0.277,0.393,0.116,0.204
5,9264,0.034,0.003,0.229,0.33,0.361,0.179,0.253,0.291,0.374,0.096,0.126
5,9664,0.033,0.003,0.209,0.284,0.423,0.18,0.261,0.254,0.367,0.119,0.128
5,10064,0.033,0.003,0.226,0.324,0.398,0.163,0.246,0.258,0.333,0.114,0.09
5,10464,0.032,0.003,0.216,0.283,0.414,0.201,0.248,0.271,0.415,0.111,0.199
5,10864,0.033,0.003,0.218,0.298,0.389,0.194,0.248,0.278,0.388,0.096,0.286
5,11264,0.034,0.003,0.219,0.264,0.398,0.175,0.25,0.267,0.358,0.11,0.109
5,11664,0.034,0.003,0.192,0.323,0.362,0.192,0.253,0.28,0.418,0.107,0.141
5,12064,0.034,0.003,0.236,0.308,0.366,0.191,0.258,0.254,0.391,0.103,0.213
5,12464,0.033,0.003,0.247,0.297,0.426,0.229,0.249,0.26,0.455,0.117,0.327
5,12864,0.033,0.003,0.212,0.318,0.45,0.286,0.244,0.264,0.561,0.117,0.243
5,13264,0.035,0.003,0.185,0.304,0.333,0.169,0.258,0.251,0.339,0.087,0.159
5,13664,0.033,0.003,0.211,0.246,0.351,0.164,0.243,0.233,0.357,0.106,0.114
5,14064,0.033,0.003,0.213,0.345,0.314,0.159,0.251,0.229,0.318,0.101,0.223
5,14464,0.034,0.003,0.2,0.454,0.286,0.146,0.25,0.221,0.301,0.095,0.072
5,14864,0.033,0.004,0.226,0.385,0.357,0.179,0.255,0.236,0.359,0.101,0.169
5,15264,0.034,0.003,0.234,0.236,0.364,0.159,0.258,0.252,0.338,0.105,0.099
5,15664,0.033,0.003,0.231,0.156,0.399,0.201,0.247,0.258,0.404,0.107,0.196
5,16064,0.032,0.003,0.214,0.284,0.393,0.2,0.247,0.263,0.393,0.096,0.15
5,16464,0.033,0.003,0.252,0.675,0.391,0.181,0.257,0.245,0.366,0.112,0.16
5,16864,0.034,0.004,0.23,0.513,0.287,0.123,0.25,0.258,0.26,0.094,0.115
5,17264,0.032,0.003,0.231,0.387,0.394,0.204,0.249,0.265,0.404,0.118,0.192
5,17664,0.034,0.003,0.224,0.301,0.299,0.136,0.249,0.261,0.277,0.082,0.147
5,18064,0.033,0.003,0.214,0.258,0.404,0.171,0.255,0.24,0.346,0.105,0.147
5,18464,0.033,0.003,0.261,0.46,0.351,0.161,0.245,0.243,0.334,0.097,0.106
5,18864,0.034,0.003,0.252,0.442,0.281,0.146,0.247,0.239,0.305,0.08,0.09
5,19264,0.033,0.003,0.251,0.338,0.369,0.174,0.254,0.246,0.349,0.123,0.11
5,19664,0.037,0.003,0.238,0.257,0.421,0.207,0.243,0.269,0.424,0.125,0.182
5,20064,0.033,0.003,0.241,0.262,0.339,0.174,0.254,0.253,0.354,0.103,0.11
5,20464,0.032,0.003,0.205,0.369,0.395,0.175,0.257,0.264,0.355,0.12,0.109
5,20864,0.033,0.003,0.226,0.23,0.3,0.173,0.257,0.271,0.35,0.097,0.13
5,21264,0.033,0.003,0.204,0.239,0.367,0.175,0.248,0.251,0.351,0.105,0.106
5,21664,0.032,0.003,0.214,0.367,0.369,0.194,0.26,0.277,0.4,0.125,0.136
5,22064,0.033,0.003,0.202,0.411,0.36,0.17,0.262,0.246,0.364,0.102,0.255
5,22464,0.032,0.003,0.169,0.344,0.418,0.191,0.249,0.24,0.374,0.116,0.24
5,22864,0.033,0.004,0.185,0.266,0.411,0.175,0.248,0.234,0.364,0.123,0.124
5,23264,0.033,0.003,0.2,0.354,0.4,0.179,0.259,0.24,0.366,0.113,0.159
5,23664,0.034,0.003,0.195,0.28,0.398,0.187,0.253,0.248,0.372,0.115,0.206
5,24064,0.037,0.003,0.214,0.379,0.371,0.169,0.252,0.245,0.339,0.109,0.134
5,24464,0.033,0.003,0.224,0.362,0.434,0.21,0.249,0.248,0.428,0.123,0.186
5,24864,0.033,0.003,0.218,0.354,0.4,0.214,0.248,0.249,0.435,0.097,0.293
5,25264,0.033,0.003,0.209,0.269,0.455,0.148,0.25,0.244,0.305,0.115,0.131
5,25664,0.033,0.003,0.215,0.414,0.363,0.173,0.255,0.222,0.357,0.099,0.161
5,26064,0.033,0.003,0.203,0.34,0.404,0.197,0.248,0.259,0.38,0.095,0.244
5,26464,0.032,0.003,0.248,0.22,0.431,0.192,0.248,0.285,0.392,0.136,0.162
5,26864,0.033,0.004,0.223,0.365,0.333,0.184,0.248,0.252,0.352,0.079,0.16
5,27264,0.033,0.003,0.226,0.442,0.365,0.174,0.248,0.256,0.363,0.101,0.161
5,27664,0.032,0.003,0.227,0.309,0.395,0.181,0.259,0.276,0.366,0.106,0.232
5,28064,0.032,0.003,0.208,0.246,0.324,0.165,0.244,0.278,0.335,0.085,0.197
5,28464,0.029,0.003,0.225,0.308,0.392,0.194,0.253,0.276,0.373,0.102,0.303
5,28864,0.034,0.003,0.195,0.596,0.321,0.138,0.253,0.269,0.282,0.087,0.107
5,29264,0.033,0.003,0.216,0.481,0.43,0.179,0.244,0.278,0.362,0.12,0.178
5,29664,0.037,0.003,0.211,0.325,0.447,0.26,0.246,0.262,0.505,0.12,0.359
5,30064,0.034,0.003,0.208,0.453,0.309,0.146,0.257,0.262,0.305,0.098,0.121
5,30464,0.034,0.003,0.209,0.254,0.448,0.21,0.251,0.259,0.415,0.112,0.191
5,30864,0.033,0.003,0.181,0.267,0.407,0.22,0.244,0.235,0.437,0.119,0.35
5,31264,0.033,0.003,0.225,0.301,0.398,0.18,0.253,0.244,0.369,0.115,0.254
5,31664,0.033,0.003,0.215,0.402,0.345,0.159,0.25,0.251,0.326,0.085,0.137
5,32064,0.033,0.003,0.17,0.412,0.341,0.184,0.254,0.271,0.363,0.112,0.207
5,32464,0.034,0.003,0.194,0.51,0.344,0.144,0.252,0.269,0.294,0.096,0.123
5,32864,0.032,0.003,0.23,0.564,0.273,0.138,0.261,0.247,0.285,0.078,0.127
5,33264,0.031,0.003,0.193,0.339,0.364,0.144,0.251,0.268,0.299,0.102,0.155
5,33664,0.033,0.003,0.21,0.3,0.394,0.205,0.252,0.225,0.427,0.113,0.135
5,34064,0.034,0.003,0.224,0.432,0.43,0.197,0.256,0.257,0.409,0.109,0.7
5,34464,0.033,0.003,0.215,0.289,0.415,0.244,0.245,0.257,0.498,0.124,0.238
5,34864,0.034,0.004,0.178,0.42,0.278,0.168,0.249,0.268,0.346,0.08,0.225
5,35264,0.033,0.003,0.193,0.628,0.397,0.172,0.247,0.27,0.338,0.112,0.144
5,35664,0.037,0.003,0.212,0.329,0.304,0.152,0.253,0.299,0.314,0.086,0.166
5,36064,0.037,0.003,0.185,0.308,0.385,0.165,0.255,0.265,0.335,0.12,0.139
5,36464,0.035,0.003,0.22,0.277,0.369,0.181,0.255,0.25,0.366,0.112,0.121
5,36864,0.034,0.003,0.2,0.177,0.323,0.158,0.25,0.27,0.317,0.107,0.108
5,37264,0.035,0.003,0.226,0.479,0.431,0.227,0.243,0.258,0.449,0.1,0.314
5,37664,0.033,0.003,0.201,0.426,0.372,0.16,0.242,0.28,0.338,0.1,0.183
5,38064,0.032,0.003,0.214,0.48,0.335,0.155,0.248,0.253,0.322,0.096,0.226
5,38464,0.031,0.003,0.232,0.295,0.381,0.179,0.256,0.252,0.372,0.11,0.146
5,38864,0.036,0.003,0.234,0.331,0.342,0.157,0.253,0.243,0.339,0.095,0.148
5,39264,0.033,0.004,0.217,0.37,0.371,0.167,0.246,0.254,0.338,0.099,0.151
5,39664,0.033,0.003,0.184,0.477,0.356,0.156,0.248,0.245,0.319,0.1,0.136
5,40064,0.032,0.003,0.182,0.285,0.476,0.221,0.254,0.253,0.45,0.154,0.184
5,40464,0.037,0.003,0.173,0.323,0.362,0.157,0.249,0.262,0.322,0.115,0.121
5,40864,0.033,0.003,0.166,0.332,0.378,0.175,0.248,0.273,0.351,0.109,0.175
5,41264,0.034,0.003,0.191,0.827,0.309,0.154,0.249,0.262,0.319,0.09,0.102
5,41664,0.032,0.005,0.213,0.269,0.293,0.133,0.253,0.259,0.275,0.075,0.142
6,80,0.034,0.003,0.225,0.196,0.382,0.181,0.25,0.251,0.363,0.107,0.177
6,480,0.037,0.002,0.186,0.408,0.404,0.203,0.249,0.259,0.414,0.117,0.216
6,880,0.036,0.003,0.221,0.442,0.347,0.173,0.257,0.241,0.362,0.093,0.116
6,1280,0.033,0.002,0.208,0.316,0.435,0.212,0.255,0.255,0.421,0.119,0.234
6,1680,0.034,0.003,0.212,0.385,0.365,0.163,0.249,0.257,0.335,0.082,0.219
6,2080,0.036,0.003,0.176,0.356,0.342,0.136,0.252,0.27,0.281,0.073,0.295
6,2480,0.034,0.002,0.211,0.299,0.334,0.152,0.248,0.292,0.324,0.093,0.144
6,2880,0.034,0.003,0.163,0.297,0.439,0.209,0.252,0.293,0.421,0.121,0.237
6,3280,0.033,0.003,0.246,0.334,0.383,0.159,0.247,0.243,0.33,0.081,0.177
6,3680,0.034,0.003,0.252,0.288,0.41,0.192,0.251,0.275,0.383,0.11,0.236
6,4080,0.033,0.003,0.21,0.279,0.325,0.181,0.245,0.262,0.365,0.091,0.175
6,4480,0.034,0.003,0.207,0.338,0.271,0.127,0.26,0.233,0.282,0.079,0.095
6,4880,0.033,0.003,0.234,0.493,0.314,0.154,0.265,0.234,0.315,0.092,0.094
6,5280,0.036,0.003,0.214,0.308,0.401,0.249,0.246,0.253,0.483,0.101,0.235
6,5680,0.038,0.004,0.212,0.606,0.297,0.132,0.25,0.233,0.271,0.084,0.133
6,6080,0.032,0.002,0.184,0.403,0.334,0.124,0.257,0.242,0.259,0.081,0.078
6,6480,0.036,0.003,0.175,0.303,0.329,0.161,0.254,0.243,0.324,0.091,0.197
6,6880,0.035,0.003,0.232,0.347,0.321,0.181,0.251,0.257,0.358,0.091,0.176
6,7280,0.033,0.003,0.222,0.469,0.412,0.198,0.247,0.251,0.415,0.115,0.192
6,7680,0.033,0.003,0.239,0.497,0.465,0.243,0.253,0.273,0.489,0.122,0.34
6,8080,0.033,0.003,0.188,0.331,0.361,0.152,0.256,0.292,0.313,0.1,0.109
6,8480,0.033,0.003,0.196,0.264,0.436,0.224,0.248,0.294,0.448,0.129,0.177
6,8880,0.033,0.003,0.171,0.265,0.373,0.246,0.245,0.305,0.478,0.09,0.408
6,9280,0.032,0.003,0.206,0.478,0.372,0.187,0.254,0.281,0.368,0.097,0.344
6,9680,0.033,0.003,0.224,0.267,0.392,0.213,0.251,0.23,0.421,0.101,0.187
6,10080,0.037,0.003,0.232,0.216,0.397,0.171,0.263,0.264,0.363,0.11,0.166
6,10480,0.033,0.003,0.209,0.241,0.444,0.214,0.253,0.26,0.426,0.116,0.193
6,10880,0.034,0.003,0.192,0.3,0.378,0.17,0.26,0.244,0.348,0.12,0.158
6,11280,0.037,0.003,0.208,0.426,0.387,0.182,0.256,0.235,0.364,0.084,0.23
6,11680,0.034,0.003,0.218,0.334,0.365,0.168,0.255,0.244,0.342,0.111,0.106
6,12080,0.037,0.003,0.209,0.433,0.311,0.132,0.256,0.228,0.261,0.081,0.118
6,12480,0.034,0.003,0.202,0.516,0.428,0.212,0.246,0.241,0.425,0.107,0.208
6,12880,0.037,0.003,0.194,0.354,0.391,0.203,0.246,0.263,0.403,0.107,0.174
6,13280,0.037,0.003,0.157,0.314,0.361,0.185,0.261,0.25,0.386,0.104,0.141
6,13680,0.038,0.003,0.173,0.256,0.395,0.203,0.247,0.269,0.395,0.105,0.22
6,14080,0.033,0.003,0.216,0.437,0.397,0.169,0.25,0.276,0.351,0.101,0.14
6,14480,0.034,0.003,0.191,0.395,0.26,0.126,0.242,0.231,0.257,0.068,0.111
6,14880,0.037,0.003,0.216,0.341,0.342,0.172,0.254,0.27,0.344,0.095,0.147
6,15280,0.034,0.003,0.2,0.347,0.352,0.154,0.25,0.224,0.32,0.098,0.175
6,15680,0.036,0.003,0.225,0.289,0.439,0.198,0.247,0.286,0.411,0.117,0.147
